Landmark,Also Known as,Construction,Destruction,Maps Photo Should Appear on,Construction or Demolition Notes,Manner of Destruction,Test Photo File Name,Image File Name,Year of Image,Use Image?,Usage notes,Image Download Location,Image Credit at Download Location,Download URL,Description,X Location,Y Location,Notes,Alternate Image 1,Alternate Image 1 Year,Alternate Image 1 Download Location,Alternate Image 1 Credit at Download Location,Alternate Image 1 Download URL,Alternate Image 2,Alternate Image 2 Year,Alternate Image 2 Download Location,Alternate Image 2 Credit at Download Location,Alternate Image 2 Download URL,X,y
Samuel Murphy House,,,,1903,,demolished,testimage2.png,samuel-murphy-house-ca1900.jpg,ca 1900, ,,,,https://tnsos.org/tsla/imagesearch/citation.php?ImageID=27466,"Whiskey merchant  Samuel Murphy was reputed to be the wealthiest man in Nashville in the late 19th century. Murphy died in 1900, and in 1911 the house was purchased from his heirs by Buford College, later the Nashville College for Young Women. In 1918 Protestant Hospital bought the house and the grounds, using the house as a dormitory for its school of nursing.",4686,5755,,,,,,,,,,,,48.642,42.054
Second Presbyterian Church,,1846,1979,"1871, 1903, 1929, 1952",,demolished,testimage3.png,second-presbyterian-church.jpg,, ,,TSLA,,https://tnsos.org/tsla/imagesearch/citation.php?ImageID=3509,"Second Presbyterian Church was designed by the architect of the Tennessee capitol building, William Strickland. The building was commandeered for use as a chapel by the Union Army during the Civil War. After the congregation left for a new church building in North Nashville in 1902, Strickland's building was used as a candy warehouse before being demolished in 1979.",5093,5413,,,,,,,,,,,,52.793,45.541
Social Religious Building,Wyatt Center,1915,extant,"1929, 1952",,,testimage2.png,peabody-college-social-religious-building-ca1915.jpg,, ,,TSLA,,https://tnsos.org/tsla/imagesearch/citation.php?ImageID=28238,"The Social Religious Building has at various times held a Naval ROTC department, a music library, a chapel and a swimming pool. Now it contains classrooms, meeting rooms and a recording and broadcast studio.",4750,6065,,,,,,,,,,,,49.301,38.892
John Seigenthaler Pedestrian Bridge,"Shelby Street Bridge, Sparkman Street Bridge",1909,extant,"1929, 1952",,,testimage1.png,sparkman-street-bridge.jpg,,,,Nashville Library,,https://digital.library.nashville.org/digital/collection/nr/id/4405/,"The bridge was designed by Howard Jones, an engineer with the Nashville, Chattanooga, and St. Louis Railway. The long western approach, the first in North America to use concrete arched trusses, began at 4th Avenue and passed over three streets and a set of railroad tracks before crossing the river. By the 1990s the bridge was in poor condition and was closed to traffic in 1998. Demolition was considered, but it was instead converted into a pedestrian bridge, reopening in 2003.",5241,5564,,,,,,,,,,,,54.304,44.007
Springside,Lindsley Home,pre 1871,1933,"1871, 1903, 1929",,demolished,testimage2.png,lindsley-home-1895.jpg,circa 1895,,,Nashville History on Facebook,Artwork of Nashville,https://www.facebook.com/nashvillehistory/photos/bc.Abru3LxUGM76M9RkiJJnCYU2HVQzutjG9AZ5sv1IePvMXt4Drl6clOHgBCaIgX1ZO5GjonOd3LIRrjz7liAHqc2hJSRNkrHNeG8t_qZQcwvw7PfS3oCz1OyUQRPZkxZfT6TzFdbdyVHIN-x6K0j__l4x/1720399538155946/?opaqueCursor=Abp7Lwwl8x7DOTd1g6yP8683kQtfS4C5VLDnutR33tDfCMpJ7CNfguNXywjr0hcnItgcXtshWEdZAxrjUS5KLAJUvl7YLqB4gzP7fsRafjmJF4zUacB5UkCaHpDW4E6IM2Hle0rVIQJN9QKKApRL6ZptX-TPdJ-OElqtlxInbH8cRB1ScfzxmYz4KSPoGmuDQJeBhAYGFDew7Ho1nxsVAI1psgrvRWaDuBwXmBMzo_1KGRieP_qGwfEjQYsGpbS_IfdazFoD76PHobAfYKw6gYhFMsV5tJ-90lVZLL0j0Po48BGZCqTfsbO12PWewZZVd020shH5k5L5d2FpcqpO6VKzNkZc_Vfe6lRdetQ5EVHo3xmHR--pgpJ8OO0gicH_bg3nfQKsh5BXvHH_Nx-sjZYeNhJtadCKm8aU_bNxu_O6mavr4kROfPH_IaDfkOreuuxGUUqYrVyV5RmKTsJEGRqmOjI923V_6sxHJvxIXPVeBvw-bdVeJAxNIlaXj6BL4uRRX4n8LgEMugV9mrD2RWfo9tegtbEbtXTYyaaB1_K_Ku2rokpOB_AkWrfcM8dYbXzkYvgajQflyKewNMLuFIkn,Adrian Lindsley bought the land on which Springside stood in 1850. The house had either been built shortly before that date by the previous owner or was built by Lindsley soon after his purchase of the land. The Lindsley family lived in the house for more than seven decades except for a period in the 1890s when East End College and the Nashville Military Institute occupied the mansion. The property was sold in 1925 to a developer.,5766,5240, ,,,,,,,,,,,59.647,47.326
St. Thomas Hospital,,1902,early 70s,"1903, 1929, 1952",,,testimage4.png,st-thomas-hospital-1910.jpg,1910,yes,,Nashville Library,,https://digital.library.nashville.org/digital/collection/nr/id/1947,"St. Thomas Hospital was founded by and named for Bishop Thomas S. Byrne, who in 1898 purchased a mansion at Church Street and 20th Avenue that he converted into 26-bed St. Thomas Sanitarium. In 1902 the much larger five-story building pictured was built behind the mansion and facing Hayes Street. Some years later a new wing was added to the west end of the building. Finally in 1972 the hospital moved to its current location on Harding Pike, and the building on Hayes Street was razed soon afterward.",4706,5782,,st-thomas-hospital.jpg,,Nashville Library,,https://digital.library.nashville.org/digital/collection/nr/id/1954,,,,,,48.847,41.779
Stahlman Building,,1906,extant,"1929, 1952",,,testimage2.png,stahlman-building-ca1915.jpg,ca 1915,,,Historic Nashville,,https://historicnashville.wordpress.com/2009/01/26/the-stahlman-building/,"The Stahlman Building was built in 1907 by businessman Edward Stahlman, a newspaper publisher, railroad executive, and real estate investor. The Stahlman is one of four buildings making up the historical financial district centered on the intersection of 3rd Avenue and Union Street.",5130,5488,,,,,,,,,,,,53.171,44.778
State Capitol,,1859,extant,"1871, 1903, 1929, 1952",,,testimage1.png,state-capitol-1860s.jpg,1860s, ,,TSLA blog,,https://tslablog.blogspot.com/2013/03/tennessees-state-capitol-has-unique.html?m=1,"Tennessee was admitted as a state in 1796, and in the early years the legislature moved among various cities. Finally in 1843 the legislators selected Nashville as the permanent state capital and Cedar Knob, the highest point inside the city limits at the time, as the site of the capitol building. William Strickland of Philadelphia designed the building, and construction lasted from 1845 to 1859. Slave, convict and commercial labor were all used in construction. 

Strickland chose to top the structure with a replica of the Choragic Monument of Lysicrates in Athens, making Tennessee's capitol one of 13 state capitols without a dome. The legislature met for the first time in the building in 1853 while it was still being built. During their occupation of Nashville, the Union Army fortified the hilltop structure.",5017,5476,,state-capitol-1939.png,1939,TSLA,,https://tnsos.org/tsla/imagesearch/citation.php?ImageID=32611,state-capitol,ca 1904,Nashville History on Facebook,Artwork of Nashville,https://nashvillehistory.blogspot.com/2015/09/nashville-points-of-interest-1905.html,52.018,44.898
"State Penitentiary, 1st",,1831,,1871,,demolished,testimage2.png,state-penitentiary-1st-2.jpg,,,,Tennessee State Penitentiary (book),,https://www.google.com/books/edition/Tennessee_State_Penitentiary/u3SNBAAAQBAJ?hl=en&gbpv=1&dq=tennessee+penitentiary+1831+OR+1830&printsec=frontcover,"Tennessee's first penitentiary opened with 200 beds, an infirmary, storerooms, workshops and a warden's residence. The prison was expanded a number of times but could never keep up with the inmate population. The Union Army used it as a military prison during the Civil War. The section of 15th Avenue between Charlotte Pike and Broadway was known as Stonewall Avenue because it passed in front of the stone walls of the prison.",4834,5646,,state-penitentiary-1st-1.jpg,,TSLA,,https://tnsos.org/tsla/imagesearch/citation.php?ImageID=26591,,,,,,50.152,43.166
"State Penitentiary, 2nd",,1898,extant,"1903, 1929, 1952",,extant,testimage4.png,state-penitentiary-2nd.png,,,,LoC,,https://www.loc.gov/resource/hhh.tn0035.photos/?sp=4,"The state's second penitentiary replaced an earlier facility built in 1831 at Stonewall Avenue and Church Street. The new prison was imposing Gothic building with 800 cells and 20-foot-high, three-foot-thick walls. Overcrowding and other problems at the penitentiary led to a class action suit that ultimately forced its closure in 1992.",3552,5247,,,,,,,,,,,,37.067,47.2
Streetcar Barns,,1906,1950s,"1929, 1952",,demolished,testimage1.png,streetcar-barns.jpg,,,,Nashville History blog,Metro Archives,https://nashvillehistory.blogspot.com/2022/01/the-trolley-barns-that-never-were.html,The streetcar barns serviced streetcars from the time of their construction until 1941 when streetcar service was discontinued. At that time they were converted to buses. The building was demolished in the 1950s to clear a path for James Robertson Parkway. The Northcap Center (formerly Parkway Towers) now stands on the site of the streetcar barns.,5076,5435,,,,,,,,,,,,52.619,45.318
Sulphur Dell,,1927,1969,"1929, 1952",,demolished,testimage2.png,sulphur-dell-ca1957.png,ca 1957,,,Nashville Library,,https://cdm15769.contentdm.oclc.org/digital/collection/nr/id/96/rec/3,"Rounders and cricket were played in the low field adjacent to the sulphur spring in the 1850s, and when Northern soldiers occupied Nashville in 1862, they played an early version of baseball in what was known as Sulphur Spring Park. In 1885 Nashville acquired its first professional baseball team, and the city built a grandstand in the same field. In 1894 an exhibition game between the Nashville Tigers and the New Orleans Pelicans was played at night, the first ever night baseball game in Nashville. In 1890 the ballpark was renamed AthletIc Park. In 1908 sportswriter Grantland Rice began referring to it as Sulphur Springs Dell, which he later shortened to Sulphur Dell, and that name was eventually adopted by the ballpark. 

Numerous additions and improvements were made to the facility over the years, but one problem persisted. The grandstands had been built along the north and east sides of the park and home plate faced southwest. This orientation forced batters to look into the afternoon sun. At the conclusion of the 1926 season, the ballpark was demolished and rotated 180°, allowing batters to stand with their backs to the sun. This new layout exposed a steep incline, especially in right field, that had formerly been covered by the bleachers and the grandstand. Thereafter right fielders playing in Sulphur Dell were nicknamed mountain goats. The lighting was upgraded in 1931, allowing the first non-exhibition night games to be played at the field.

Teams that played at Sulphur Dell include:

•  Nashville Americans (1885–1886)
•  Nashville Blues (1887)
•  Nashville Tigers (1893–1894)
•  Nashville Seraphs (1895)
•  Nashville Centennials (1897)
•  Nashville Vols (1901–1961, 1963)
•  Nashville Standard Giants/Elite Giants (1920–1928)
•  Nashville Stars (1942, 1950–1951)
•  Nashville Black Vols/Cubs (1945–1951)",4994,5325,,,,,,,,,,,,51.783,46.436
Supreme Court Building,,1937,extant,1952,,,testimage4.png,tennessee-supreme-court-1938.png,1938, ,,TeVA,,https://teva.contentdm.oclc.org/digital/collection/p15138coll28/id/6596/rec/1,"Prior to 1937 the Tennessee Supreme Court held sessions in the state capitol. The new building allowed the court to consolidate its courtroom, offices, and law library in one location.",5003,5494,,tennessee-supreme-court-ca1940.jpg,ca 1940,Nashville Library,,https://digital.library.nashville.org/digital/collection/nr/id/763/rec/257,,,,,,51.876,44.716
"Tarbox School, 1st",,1886,1932,"1903, 1929",,demolished,testimage2.png,tarbox-school-ca1930.jpg,ca 1930,,,Nashville Library,,https://cdm15769.contentdm.oclc.org/digital/collection/nr/id/2266/rec/1,"Tarbox School was initially located in a frame building on 17th between Hayes Street and West End Avenue, but moved to this building on its completion in 1886. A fire in 1932 destroyed the tower and the front of the building shown. It was rebuilt as a two-story building.",4820,5807,"Nine years later, the city of Nashville was ready to open an institution that would help shape the lives of generations: the Tarbox School. The Daily American had the story on August 31, 1886:

TARBOX SCHOOL.The New West Nashville Building Completed by the Contractors.

It Will Probably Be Turned Over to the City To-day-Description of the Edifice-Cost and Seating Capacity.

Tarbox School was one of Nashville's most respected public grammar schools that originally opened in 1880 in a one-story frame house on 17th Avenue between Hayes Street and West End Avenue. In 1886, the school expanded to an impressive three-story brick school with a multi-story clock and bell tower, built at 1803 Broadway. ",,,,,,,,,,,50.01,41.526
"Tarbox School, 2nd",,1933,1964,1952,,demolished,testimage1.png,tarbox-school.jpg,1949,,,Nashville Library,,https://digital.library.nashville.org/digital/collection/nr/id/145/,"A fire in 1932 destroyed the tower and the front of the 1886 Tarbox School. It was rebuilt as a two-story building, shown above. The school closed in 1960.",4825,5803,,,,,,,,,,,,50.061,41.567
Tennessee manufacturing,Werthan Mills,1871,extant,"1871, 1903, 1929, 1952",,,testimage2.png,werthan-mills-1970.jpg,, ,,TSLA,,https://tnsos.org/tsla/imagesearch/citation.php?ImageID=3769,"The Werthan Bag or Werthan Mills complex was mostly built between 1869 and 1890 by the Tennessee Manufacturing Company, a maker of cotton goods. Warioto Cotton Mills bought the property in 1905 and sold it two years later to Morgan and Hamilton, who kept the Warioto name into the 1920s. The factory was known as Warioto Mills during this period. In 1925 Morgan and Hamilton/Warioto Mills was the second-largest manufacturer of cotton bags in the country. In 1928 Morgan and Hamilton merged with the Werthan Bag Company, with the combined company taking the Werthan name and using the 8th Avenue North complex. By 1998 manufacturing activity had moved to 5th Avenue North, and in 2010 the business moved again to White House, Tennessee. Meanwhile, the old factory buildings on 8th Avenue North were converted into condos and retail space.",4837,5183,,werthan-mills-1875.jpg,,Metro Archives,,http://nashvillearchives.org/business-photos.html#prettyPhoto,,,,,,50.168,47.864
Theological Hall,Bennett Hall,1891,Late 1960s,"1891, 1903, 1929, 1952",,demolished,testimage1.png,fisk-theological-hall-1900.jpg,1900,yes,,LoC,,https://www.loc.gov/item/2001705785/,"Theological Hall, later renamed for Reverend Henry Bennett, was built partly with funds raised by the the Jubilee Singers. Bennett was a professor of theology and a pastor at Fisk from 1867 to 1884.",4676,5500,Later known as Bennett Hall,,,,,,,,,,,48.53,44.635
Traveler's Rest,,1799,extant,"1871, 1903, 1929, 1952",,,testimage2.png,travellers-rest.png,,,,LoC,,https://www.loc.gov/resource/hhh.tn0036.photos/?sp=1,"Traveler's Rest was the home of planter and judge John Overton (1766-1833). The location chosen for the house was at one time a large Mississippian village, and during construction so many skulls were uncovered that Overton called his house Golgotha. The plantation covered over a 1000 acres and was worked by 80 slaves. The house served as General Hood's headquarters in December 1864 during the preparations for his army's assault on Nashville.",5373,7524,,,,,,,,,,,,55.686,24.015
Tulane Hotel,,1894,1957,"1903, 1929, 1952",,demolished,testimage3.png,tulane-hotel.jpg,, ,,TSLA,,https://tnsos.org/tsla/imagesearch/citation.php?ImageID=3723,"At the time of its opening in 1894, the hotel was named the Nicholson Hotel after the boarding house that had occupied the site for several decades prior. Two years later it was renamed for a relative of the owner. The Nashville Equal Suffrage League was organized in a meeting at the hotel in September 1911. The first major recording studio in Nashville, Castle Studio, was opened inside the hotel by three WSM engineers in 1947.",5025,5564,northeast corner of 8th and Church,,,,,,,,,,,52.1,44.003
Tulip Grove,,1836,extant,"1871, 1903, 1929, 1952",,,testimage1.png,tulip-grove-2.png,, ,,TSLA,,https://tnsos.org/tsla/imagesearch/citation.php?ImageID=19380,"Tulip Grove was built by the nephew of Andrew Jackson, Andrew Jackson Donelson (1799-1871), in 1836. He named it Poplar Grove, but changed it to Tulip Grove five years later, supposedly at the suggestion of President Martin Van Buren while he was visiting the plantation.",8303,4414,,tulip-grove-1.png,,TSLA,,https://tnsos.org/tsla/imagesearch/citation.php?ImageID=19381,,,,,,85.508,55.793
Tulip Street Methodist Church,,1892,extant,"1903, 1929, 1952",,,testimage2.png,tulip-street-methodist-church.jpg,, ,,TSLA,,https://tnsos.org/tsla/imagesearch/images/3724.jpg (2),"Tulip Street Methodist was founded in 1859. This building, erected in 1892, replaced a church a block away on the east side of South 5th Street, then Tulip Street, between Fatherland and Russell Streets. The East Nashville fire of 1916 barely missed the church, taking buildings immediately across the street to its east and north. In 1998 a tornado heavily damaged the east wall of the sanctuary, which was subsequently repaired. The building is now an event space.",5413,5356,,,,,,,,,,,,56.053,46.132
Two Rivers Mansion,,1859,extant,"1871, 1903, 1929, 1952",,,testimage3.png,two-rivers-mansion.jpg,1978,,,Nashville Library,,http://www.historic-structures.com/tn/donelson/mcgavock_house.php,"David McGavock (1826-1896) built Two Rivers Mansion on a 1100-acre plantation inherited by his wife, William Elizabeth Harding (1832-1895), when they were married in 1850. The couple lived in the Buchanan-Harding House, an adjacent Federal style house, while they built the mansion. The house was owned by three generations of the McGavock family until it was sold to the city of Nashville and the estate converted into Two Rivers Park.",6951,4927,,,,,,,,,,,,71.727,50.539
Union Station,,1900,extant,"1903, 1929, 1952",,,testimage3.png,union-station-ca1900.png,ca 1900,,,LoC,,https://www.loc.gov/resource/det.4a08979/,"The Nashville, Chattanooga & St. Louis (NC&StL) Railroad was chartered in 1845 by the state of Tennessee and based in Nashville. The Louisville & Nashville Railroad was chartered in 1850 by the Commonwealth of Kentucky and was based in Louisville. The railroads were competitors before, during, and after the Civil War, but in 1880 the L&N executed a hostile acquisition of the NC&StL. Anger in Nashville at the takeover of the hometown NC&StL was sufficient that the L&N let its new acquisition continue as an independent subsidiary for the next 77 years. 
By the 1880s both railroads were outgrowing their depots in Nashville. In 1898 the city of Nashville, the NC&StL and the L&N entered into an agreement that allowed the railroads to build a new depot at Broadway and 10th Avenue. Called Union Station because it was used by two railroads and so, in a sense, represented the union of their rail networks, the new train station opened in 1900. The NC&StL and the L&N used their clout to prevent the upstart Tennessee Central from using Union Station. The Tennessee Central made do with a separate depot near the foot of the Shelby Street Bridge.
In 1955 freight traffic was moved to Radnor Yards, and two years later the NC&StL and L&N officially merged, closing the NC&StL offices in Nashville. Passenger trains between Florida and Chicago, one each way per day, continued to use the depot until 1979, when 120 years of passenger rail ended in Nashville. After sitting vacant for a few years, the station was restored and reopened as a hotel in 1986.",5008,5675,,,,,,,,,,,,51.928,42.873
Union Station Trainshed,,1900,2001,"1903, 1929, 1952",,demolished,testimage4.png,union-station-train-shed.png,,,,LoC,,,"The trainshed was located immediately behind Union Station and was built at the same time. At the time of its construction, it was the longest single-span, gable-roofed structure in the US. Gradual deterioration and the failure to find a financially viable preservation plan led to the structure's demolition in 2000. The area that the trainshed covered is now a parking lot.",5012,5684,"The magnificent passenger train shed, which measured 250 by 500 feet with a clear span of 200 feet, was an engineering marvel for its time. In 1900 it was the longest single-span, gable roof structure in the country. After a fire damaged the shed, and no viable preservation alternatives were identified, the shed was razed in late 2000.
Spanning a length of 200 feet, the Nashville Trainshed was the longest of the trainsheds built by the L&N in the 1890s during their improvement phase. This made it the longest single-span, gable roof structure constructed in the Unites States, surpassing the St. Paul Union Depot trainshed by eleven feet. The Nashville trainshed epitomized the height of the gable roof type and its metal-framed construction made significant contributions to modern building practices.",,,,,,,,,,,51.969,42.781
Union Stockyards Building,,1920,extant,"1929, 1952",,,testimage1.png,union-stockyards-building-1920.jpg,1920,yes,,In the Vintage Kitchen,,https://inthevintagekitchen.com/tag/nashville-union-stock-yards/,"Businessman James E. Caldwell's (1854-1944) plan for Union Stockyards was to create a single marketplace for the livestock trade in Nashville, which previously had been spread among several smaller lots. Construction began on the 10-acre facility in North Nashville in 1919. In addition to the barns and livestock pens, the stockyards included a brick building for the stockyard offices where business could be conducted year-round. When the stockyards closed in 1974, the barns and livestock pens were torn down, but the main building was left intact. Five years after the closure of the livestock business, the Stock-Yard Restaurant opened in the old building. The restaurant closed in 2015, and the building has since been incorporated into an apartment complex.",5051,5318,,,,,,,,,,,,52.363,46.51
University School,Wallace University School,,,1903,,assumed demolished,testimage2.png,university-school-1905.jpg,,,,Nashville History blog,,https://nashvillehistory.blogspot.com/2015/09/nashville-points-of-interest-1905.html,"The Wallace University School, initially known as just the University School, was founded in 1886. Virginian Clarence B. Wallace (1859-1950) was its principal for its entire 56-year existence. Two years after its founding the school occupied the 206-208 South High Street building and remained there until 1914, when it moved to 2006 West End Avenue.",5129,5670,"6th Avenue South (1908 map)
The Wallace University School was founded in 1885 to serve as a preparatory school for Vanderbilt University. The
founders called Clarence B. Wallace, a graduate of Hampden-Sydney and the University of Virginia, to come as headmaster. Mr. Wallace retained this position until the school was closed in 1942. Originally located on 6th Avenue South, the school moved to West End Avenue across from the Cathedral of the Incarnation.",university-school-ca1910.jpg,,TSLA,,https://tnsos.org/tsla/imagesearch/citation.php?ImageID=25829,,,,,,53.162,42.925
Upper Wharf,,ca 1790,1921,"1871, 1903",,demolished,testimage3.png,upper-wharf.jpg,,yes,,Wikipedia,,"https://en.wikipedia.org/wiki/History_of_Nashville,_Tennessee","After failing to reach the city the previous year due to low water at the Harpeth Shoals, in March 1819 the General Jackson became the first steamboat to arrive in Nashville. Steamboat traffic in Nashville increased rapidly: from 3 arrivals in 1819 to 33 five years later and 112 five years after that. By 1828 the city felt the need to improve what must have been a rough and muddy landing and to construct a proper wharf at the foot of Broad Street, grading it to a smooth incline and paving it with rock. Despite declining riverboat traffic, the wharf was replaced by the six-story River and Rail Terminal in 1922.",5198,5545,,,,,,,,,,,,53.864,44.199
Vanderbilt Gymnasium,,1880,extant,"1903, 1929, 1952",,,testimage4.png,vanderbilt-gymnasium.png,circa 1970,,,LoC,,https://www.loc.gov/resource/hhh.tn0041.photos/?sp=2,"When the old Vanderbilt gym opened, just seven years after the university's founding, it contained a wide assortment of workout equipment and a track suspended from the ceiling. It was considered was one of the best-equipped gymnasiums in the South. ",4646,5886,"The Old Gym was originally a gymnasium, later served as the Fine Arts Building, and currently houses the university's admissions office.", ,,,,,,,,,,48.237,40.717
Vine Street Christian Church,,1889,,"1903, 1929, 1952",,assumed demolished,testimage1.png,vine-street-christian-church.jpg,,,,TSLA,,https://tnsos.org/tsla/imagesearch/citation.php?ImageID=3748,"The Baptist Church of Nashville was founded in 1820, and very quickly assembled the resources needed to build an impressive brick edifice on Church Street where the public now library stands. In 1826 a new pastor, a Campbellite or follower of the Restoration Movement, was hired by the church. He had by 1828 brought most of the congregation around to the new doctrine, and in that year a resolution was adopted nullifying the church's previous constitution and rules of order. Thus, the Baptist Church of Nashville became Spring Street (modern Church Street) Christian Church, and with a change of address in 1889, Spring Street Christian Church became Vine Street (modern 7th Avenue) Christian Church. In 1957 the congregation moved to a new building on Harding Pike. The 7th Avenue church was demolished in the mid 1950s for a parking lot, and the site is now part of the downtown public library building. ",5060,5577,,,,,,,,,,,,52.458,43.871
Vine Street Temple,,1876,1955,"1903, 1929, 1952",,demolished,testimage3.png,vine-street-temple-1908.jpg,, ,,TSLA,,https://tnsos.org/tsla/imagesearch/citation.php?ImageID=27981,"The Vine Street Temple was Nashville's first synagogue. One of the building's nine Russian-style onion or bud domes was struck by lightning shortly after the congregation left for the suburbs in 1955, and the building was sold and demolished shortly thereafter. The downtown public library's parking garage now stands on the site.",5062,5582,,,,,,,,,,,,52.478,43.82
War Memorial Building,,1925,extant,"1929, 1952",,,testimage2.png,war-memorial-building-1940.png,1940,,,DPLA,,https://dp.la/item/40914bdb1e52f64b1e57d805c53a3aed?location=%22Davidson%20County%20(Tenn.)%22&page=1&partner=%22Digital%20Library%20of%20Tennessee%22&subject=%22Buildings%22,"The first building to house state offices outside of the Capitol, the War Memorial Building was built to honor the Tennessee veterans of WWI. The Grand Ole Opry performed here from 1939 to 1943 before moving to the Ryman Auuditorium.",5030,5516,,war-memorial-building-1925.jpg,1925,Quarries and Beyond,,https://quarriesandbeyond.org/states/in/images/in-furst-kerber_co_tenn_war_memorial_stone_nov_1925_p668.jpg,,,,,,52.151,44.492
Watkins Institute,,1885,1956,"1903, 1929, 1952",,demolished,testimage3.png,watkins-institute-1895.jpg,,,,Nashville History blog,TSLA,https://nashvillehistory.blogspot.com/2015/09/nashville-points-of-interest-1905.html,"Samuel Watkins had grown quite wealthy manufacturing bricks, and when he died in 1880, he left $100,000 and some downtown property for the establishment of a school for adult education. Watkins stipulated that the ground floor be rented out to provide money to support the school. Over the years the building was home to the Nashville Electric Service, Flagg Brothers Shoe Store, Joy's Flowers, an HG Hill grocery, Joseph Morse & Co., and Mills Bookstore. The Watkins Institute Building was razed in 1956 and replaced two years later by the WT Grant Building, with the Watkins Institute occupying the 2nd and 3rd floors. The Nashville Public Library now occupies the site.",5065,5561,southwest corner of 6th Avenue and Church Street,,,,,,,,,,,52.509,44.034
"Woodland Street Bridge, 2nd",,1867,1886,1871,,demolished,testimage1.png,woodland-street-bridge-2nd-1.jpg,,yes,,TSLA,,https://tnsos.org/tsla/imagesearch/citation.php?ImageID=3011,"The second bridge at Woodland Street, a suspension bridge, replaced the bridge destroyed by retreating Confederate soldiers in February 1862. It reused the piers from the earlier bridge and like its predecessor, it was a toll bridge. In 1882, in response to complaints about the tolls, city and county governments purchased the bridge from the Broad Street Bridge Company and removed the tolls. Four years later the suuspension bridge was replaced by a stronger truss bridge.",5170,5438,,woodland-street-bridge-2nd-2.jpg,,TSLA,,https://tnsos.org/tsla/imagesearch/citation.php?ImageID=3011,,,,,,53.578,45.289
"Woodland Street Bridge, 3rd",,1886,1964,"1903, 1929, 1952",,demolished,testimage2.png,woodland-street-bridge-3rd.jpg,, ,,TSLA,,https://tnsos.org/tsla/imagesearch/citation.php?ImageID=13355,The third Woodland Street Bridge was a steel-truss bridge. It was built atop new piers and featured separate roadways.,5176,5435,,,,,,,,,,,,53.639,45.32
